grafana  | Grafana server is running with elevated privileges. This is not recommended
grafana  | logger=migrator t=2025-01-06T19:38:08.494481386Z level=info msg="Executing migration" id="copy data_keys id column values into name"
grafana  | logger=migrator t=2025-01-06T19:38:08.49456823Z level=info msg="Migration successfully executed" id="copy data_keys id column values into name" duration=87.281µs
grafana  | logger=migrator t=2025-01-06T19:38:08.498099041Z level=info msg="Executing migration" id="rename data_keys name column to label"
grafana  | logger=migrator t=2025-01-06T19:38:08.510539154Z level=info msg="Migration successfully executed" id="rename data_keys name column to label" duration=12.439797ms
grafana  | logger=migrator t=2025-01-06T19:38:08.513183549Z level=info msg="Executing migration" id="rename data_keys id column back to name"
grafana  | logger=migrator t=2025-01-06T19:38:08.524240378Z level=info msg="Migration successfully executed" id="rename data_keys id column back to name" duration=11.058127ms
grafana  | logger=migrator t=2025-01-06T19:38:08.52703911Z level=info msg="Executing migration" id="create kv_store table v1"
grafana  | logger=migrator t=2025-01-06T19:38:08.527422547Z level=info msg="Migration successfully executed" id="create kv_store table v1" duration=381.837µs
grafana  | logger=migrator t=2025-01-06T19:38:08.529762503Z level=info msg="Executing migration" id="add index kv_store.org_id-namespace-key"
grafana  | logger=migrator t=2025-01-06T19:38:08.53026015Z level=info msg="Migration successfully executed" id="add index kv_store.org_id-namespace-key" duration=497.543µs
grafana  | logger=migrator t=2025-01-06T19:38:08.532390451Z level=info msg="Executing migration" id="update dashboard_uid and panel_id from existing annotations"
grafana  | logger=migrator t=2025-01-06T19:38:08.532495725Z level=info msg="Migration successfully executed" id="update dashboard_uid and panel_id from existing annotations" duration=105.519µs
grafana  | logger=migrator t=2025-01-06T19:38:08.534546605Z level=info msg="Executing migration" id="create permission table"
grafana  | logger=migrator t=2025-01-06T19:38:08.53496287Z level=info msg="Migration successfully executed" id="create permission table" duration=416.014µs
grafana  | logger=migrator t=2025-01-06T19:38:08.536794593Z level=info msg="Executing migration" id="add unique index permission.role_id"
grafana  | logger=migrator t=2025-01-06T19:38:08.537238206Z level=info msg="Migration successfully executed" id="add unique index permission.role_id" duration=443.516µs
grafana  | logger=migrator t=2025-01-06T19:38:08.539475903Z level=info msg="Executing migration" id="add unique index role_id_action_scope"
grafana  | logger=migrator t=2025-01-06T19:38:08.539966174Z level=info msg="Migration successfully executed" id="add unique index role_id_action_scope" duration=489.992µs
grafana  | logger=migrator t=2025-01-06T19:38:08.542102886Z level=info msg="Executing migration" id="create role table"
grafana  | logger=migrator t=2025-01-06T19:38:08.542479187Z level=info msg="Migration successfully executed" id="create role table" duration=376.063µs
grafana  | logger=migrator t=2025-01-06T19:38:08.544405114Z level=info msg="Executing migration" id="add column display_name"
grafana  | logger=migrator t=2025-01-06T19:38:08.546838554Z level=info msg="Migration successfully executed" id="add column display_name" duration=2.43361ms
grafana  | logger=migrator t=2025-01-06T19:38:08.548940798Z level=info msg="Executing migration" id="add column group_name"
grafana  | logger=migrator t=2025-01-06T19:38:08.551316516Z level=info msg="Migration successfully executed" id="add column group_name" duration=2.375555ms
grafana  | logger=migrator t=2025-01-06T19:38:08.553677146Z level=info msg="Executing migration" id="add index role.org_id"
grafana  | logger=migrator t=2025-01-06T19:38:08.554106489Z level=info msg="Migration successfully executed" id="add index role.org_id" duration=429.314µs
grafana  | logger=migrator t=2025-01-06T19:38:08.55576039Z level=info msg="Executing migration" id="add unique index role_org_id_name"
grafana  | logger=migrator t=2025-01-06T19:38:08.556205406Z level=info msg="Migration successfully executed" id="add unique index role_org_id_name" duration=444.859µs
grafana  | logger=migrator t=2025-01-06T19:38:08.558503059Z level=info msg="Executing migration" id="add index role_org_id_uid"
grafana  | logger=migrator t=2025-01-06T19:38:08.558980803Z level=info msg="Migration successfully executed" id="add index role_org_id_uid" duration=477.615µs
grafana  | logger=migrator t=2025-01-06T19:38:08.560802745Z level=info msg="Executing migration" id="create team role table"
grafana  | logger=migrator t=2025-01-06T19:38:08.561220897Z level=info msg="Migration successfully executed" id="create team role table" duration=417.841µs
grafana  | logger=migrator t=2025-01-06T19:38:08.563475654Z level=info msg="Executing migration" id="add index team_role.org_id"
grafana  | logger=migrator t=2025-01-06T19:38:08.56396113Z level=info msg="Migration successfully executed" id="add index team_role.org_id" duration=485.387µs
grafana  | logger=migrator t=2025-01-06T19:38:08.566030906Z level=info msg="Executing migration" id="add unique index team_role_org_id_team_id_role_id"
grafana  | logger=migrator t=2025-01-06T19:38:08.56653051Z level=info msg="Migration successfully executed" id="add unique index team_role_org_id_team_id_role_id" duration=498.254µs
grafana  | logger=migrator t=2025-01-06T19:38:08.568484657Z level=info msg="Executing migration" id="add index team_role.team_id"
grafana  | logger=migrator t=2025-01-06T19:38:08.5689905Z level=info msg="Migration successfully executed" id="add index team_role.team_id" duration=505.552µs
grafana  | logger=migrator t=2025-01-06T19:38:08.571205385Z level=info msg="Executing migration" id="create user role table"
grafana  | logger=migrator t=2025-01-06T19:38:08.571618903Z level=info msg="Migration successfully executed" id="create user role table" duration=413.418µs
grafana  | logger=migrator t=2025-01-06T19:38:08.574197968Z level=info msg="Executing migration" id="add index user_role.org_id"
grafana  | logger=migrator t=2025-01-06T19:38:08.574785334Z level=info msg="Migration successfully executed" id="add index user_role.org_id" duration=587.264µs
grafana  | logger=migrator t=2025-01-06T19:38:08.576817639Z level=info msg="Executing migration" id="add unique index user_role_org_id_user_id_role_id"
grafana  | logger=migrator t=2025-01-06T19:38:08.577389367Z level=info msg="Migration successfully executed" id="add unique index user_role_org_id_user_id_role_id" duration=571.469µs
grafana  | logger=migrator t=2025-01-06T19:38:08.579959841Z level=info msg="Executing migration" id="add index user_role.user_id"
grafana  | logger=migrator t=2025-01-06T19:38:08.58054161Z level=info msg="Migration successfully executed" id="add index user_role.user_id" duration=579.795µs
grafana  | logger=migrator t=2025-01-06T19:38:08.582831233Z level=info msg="Executing migration" id="create builtin role table"
grafana  | logger=migrator t=2025-01-06T19:38:08.58332249Z level=info msg="Migration successfully executed" id="create builtin role table" duration=490.874µs
grafana  | logger=migrator t=2025-01-06T19:38:08.585819Z level=info msg="Executing migration" id="add index builtin_role.role_id"
grafana  | logger=migrator t=2025-01-06T19:38:08.586487858Z level=info msg="Migration successfully executed" id="add index builtin_role.role_id" duration=668.595µs
grafana  | logger=migrator t=2025-01-06T19:38:08.588606277Z level=info msg="Executing migration" id="add index builtin_role.name"
grafana  | logger=migrator t=2025-01-06T19:38:08.589233255Z level=info msg="Migration successfully executed" id="add index builtin_role.name" duration=626.723µs
grafana  | logger=migrator t=2025-01-06T19:38:08.591653094Z level=info msg="Executing migration" id="Add column org_id to builtin_role table"
grafana  | logger=migrator t=2025-01-06T19:38:08.594946868Z level=info msg="Migration successfully executed" id="Add column org_id to builtin_role table" duration=3.293855ms
grafana  | logger=migrator t=2025-01-06T19:38:08.599358995Z level=info msg="Executing migration" id="add index builtin_role.org_id"
grafana  | logger=migrator t=2025-01-06T19:38:08.599893174Z level=info msg="Migration successfully executed" id="add index builtin_role.org_id" duration=534.312µs
grafana  | logger=migrator t=2025-01-06T19:38:08.602387849Z level=info msg="Executing migration" id="add unique index builtin_role_org_id_role_id_role"
grafana  | logger=migrator t=2025-01-06T19:38:08.602913816Z level=info msg="Migration successfully executed" id="add unique index builtin_role_org_id_role_id_role" duration=525.713µs
grafana  | logger=migrator t=2025-01-06T19:38:08.60499848Z level=info msg="Executing migration" id="Remove unique index role_org_id_uid"
grafana  | logger=migrator t=2025-01-06T19:38:08.60551447Z level=info msg="Migration successfully executed" id="Remove unique index role_org_id_uid" duration=515.852µs
grafana  | logger=migrator t=2025-01-06T19:38:08.608024583Z level=info msg="Executing migration" id="add unique index role.uid"
grafana  | logger=migrator t=2025-01-06T19:38:08.608729514Z level=info msg="Migration successfully executed" id="add unique index role.uid" duration=704.424µs
grafana  | logger=migrator t=2025-01-06T19:38:08.611275433Z level=info msg="Executing migration" id="create seed assignment table"
grafana  | logger=migrator t=2025-01-06T19:38:08.611997579Z level=info msg="Migration successfully executed" id="create seed assignment table" duration=721.678µs
grafana  | logger=migrator t=2025-01-06T19:38:08.615044549Z level=info msg="Executing migration" id="add unique index builtin_role_role_name"
grafana  | logger=migrator t=2025-01-06T19:38:08.616401371Z level=info msg="Migration successfully executed" id="add unique index builtin_role_role_name" duration=1.35603ms
grafana  | logger=migrator t=2025-01-06T19:38:08.620282647Z level=info msg="Executing migration" id="add column hidden to role table"
grafana  | logger=migrator t=2025-01-06T19:38:08.626747598Z level=info msg="Migration successfully executed" id="add column hidden to role table" duration=6.466652ms
grafana  | logger=migrator t=2025-01-06T19:38:08.63032588Z level=info msg="Executing migration" id="permission kind migration"
grafana  | logger=migrator t=2025-01-06T19:38:08.638310841Z level=info msg="Migration successfully executed" id="permission kind migration" duration=7.990839ms
grafana  | logger=migrator t=2025-01-06T19:38:08.642089196Z level=info msg="Executing migration" id="permission attribute migration"
grafana  | logger=migrator t=2025-01-06T19:38:08.650823551Z level=info msg="Migration successfully executed" id="permission attribute migration" duration=8.732292ms
grafana  | logger=migrator t=2025-01-06T19:38:08.653831436Z level=info msg="Executing migration" id="permission identifier migration"
